# Tissue Carbon and Nitrogen,,,,,,,
#,,,,,,,
# Original Data Source: https://lter.kbs.msu.edu/datatables/73,,,,,,,
# The newest version of the data https://lter.kbs.msu.edu/datatables/73.csv,,,,,,,
# Full EML Metadata: https://lter.kbs.msu.edu/datasets/32.eml,,,,,,,
#,,,,,,,
# These Data are copyrighted and use in a publication requires written permission,,,,,,,
# as detailed in our Terms of use:  https://lter.kbs.msu.edu/data/terms-of-use/,,,,,,,
# Use of the data constitutes acceptance of the terms.,,,,,,,
#,,,,,,,
#     VARIATE TABLE,,,,,,,
7/7/2016,T6,R1,Triticum aestivum L. (*),SEED,40.346,1.237,2016
7/5/2016,T2,R5,Triticum aestivum L. (*),SEED,41.301,1.345,2016
8/17/1995,T6,R1,Medicago sativa L.,CROP,42.09,3.44,1995
8/14/2013,T7,R3,Surface Litter,,41.633,1.298,2013
7/9/1993,T6,R1,Medicago sativa L.,NDB,43.06,2.37,1993
8/11/1999,T7,R2,Euthamia graminifolia (L.) Nutt.,NDB,46.64,1.09,1999
9/27/2012,T4,R3,UnSorted,,45.206,1.548,2012
10/15/1996,T4,R1,Zea mays L. (*),SEED,43.93,1.46,1996
7/12/1999,T6,R6,Digitaria sanguinalis (L.) Scop.,NDB,41.92,2.04,1999
7/28/1994,T5,R1,Festuca rubra L.,GRDCOVER,41.91,1.4,1994
8/13/2009,TCF,R1,Leaf Litter,,49.042,0.697,2009
7/15/2013,T1,R4,Triticum aestivum L. (*),SEED,43.067,1.736,2013
10/24/2008,T4,R6,Zea mays L. (*),STOVER,43.911,0.765,2008
8/8/1997,T5,R4,Festuca rubra L.,GRDCOVER,42.24,1.85,1997
9/1/1994,T8,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.94,1.62,1994
5/30/1996,T6,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,39.45,2.9,1996
10/5/2005,T4,R3,aggregate of live biomass except for Zea mays,,44.91,0.862,2005
9/14/1999,T3,R4,Zea mays L. (*),STOVER,45.57,0.74,1999
8/23/2012,TCF,R3,Leaf Litter,,51.166,1.101,2012
10/17/2018,T4,R3,Glycine max L. (*),STOVER,42.94,0.749,2018
7/12/1995,T21,R5,Triticum aestivum L. (*),SEED,41.91,2.36,1995
7/8/2004,T2,R4,Triticum aestivum L. (*),STOVER,42.54,0.725,2004
8/25/1994,T6,R6,Medicago sativa L.,CROP,46.68,3.61,1994
7/6/2016,T3,R3,Triticum aestivum L. (*),SEED,40.854,1.482,2016
8/16/1990,T6,R4,Medicago sativa L.,CROP,42.19,3.64,1990
8/13/2003,T8,R2,Bromus inermis Leyss.,,42.425,0.819,2003
8/19/2005,T6,R6,Medicago sativa L.,,45.237,2.419,2005
9/12/1994,T3,R3,Glycine max L. (*),STOVER,43.96,1.06,1994
8/9/2012,TSF,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,46.138,1.981,2012
10/5/2009,T3,R3,Glycine max L. (*),STOVER,43.708,0.95,2009
12/2/2013,TDF,R3,Leaf Litter,,44.26,0.899,2013
9/2/2003,T1,R4,aggregate of live biomass except for Glycine max L. (*),,37.667,2.2,2003
5/8/2018,T4,R3,UnSorted,,38.597,2.301,2018
9/6/1995,T5,,poplar leaves,POPLVS,47.28,1.53,1995
5/20/1991,T4,R2,Vicia villosa  Roth,COVCROP,26.47,2.2,1991
8/28/2013,T8,R2,Phleum pratense L.,,41.646,0.864,2013
9/12/1989,T2,R1,Zea mays L. (*),SEED,41.36,1.46,1989
11/27/2012,T7,R3,Surface Litter,,43.635,0.976,2012
10/23/2002,T3,R5,Zea mays L. (*),STOVER,47.086,0.872,2002
9/12/1989,T5,R2,Trunks of poplars - CN code,TRUNK,46.55,0.78,1989
6/4/2018,T6,R2,UnSorted,,41.834,3.858,2018
10/5/2006,T1,R1,Glycine max L. (*),STOVER,43.343,0.858,2006
7/6/1998,T1,R5,Triticum aestivum L. (*),STOVER,44.605,0.275,1998
6/5/2006,T6,R3,Medicago sativa L.,,43.621,2.892,2006
9/6/1995,T5,,poplar leaves,POPLVS,51.22,1.41,1995
9/14/1999,T3,R1,Zea mays L. (*),SEED,43.42,1.71,1999
11/13/2009,T7,R3,UnSorted,,45.502,0.87,2009
8/26/2005,T5,R6,Festuca rubra L.,,43.102,1.259,2005
9/29/2015,T1,R6,Glycine max L. (*),STOVER,41.592,0.563,2015
6/30/2016,T1,R2,Triticum aestivum L. (*),SEED,42.219,1.446,2016
9/3/2003,T3,R2,aggregate of live biomass except for Glycine max L. (*),,40.833,1.667,2003
7/6/1994,T6,R2,Medicago sativa L.,NDB,44.13,2.82,1994
10/27/2014,T3,R5,UnSorted,,38.511,1.544,2014
5/14/2012,T6,R6,Medicago sativa L.,,44.301,3.314,2012
9/7/2016,TSF,R2,Rubus allegheniensis T.C. Porter (*),,43.257,1.471,2016
8/28/2013,T8,R4,Bromus inermis Leyss.,,41.754,0.903,2013
8/28/2013,T8,R3,Vitis sp.,,41.021,1.597,2013
5/11/1993,T4,R2,Vicia villosa  Roth,COVCROPNDB,40.88,3.03,1993
7/30/2007,T5,R5,Festuca rubra L.,,42.664,1.187,2007
6/7/2012,T6,R4,UnSorted,,42.936,2.476,2012
10/6/1992,T2,R3,Glycine max L. (*),STOVER,35.88,1.89,1992
7/12/2011,T6,R2,Medicago sativa L.,,44.539,2.678,2011
9/3/2003,T3,R1,Glycine max L. (*),SEED,49.157,6.31,2003
7/20/1992,T3,R1,Triticum aestivum L. (*),STOVER,42.96,0.83,1992
10/9/2018,T3,R4,Glycine max L. (*),SEED,51.873,5.903,2018
12/2/2013,TDF,R1,Leaf Litter,,46.279,0.906,2013
5/18/2006,T3,R5,Secale cereale M.Bieb.,,42.544,1.715,2006
6/7/2012,T6,R6,UnSorted,,41.367,2.385,2012
9/12/1994,T4,R5,Glycine max L. (*),SEED,57.32,7.54,1994
11/7/2014,T5,R2,Leaf Litter,,43.797,1.247,2014
6/27/2007,T4,R5,Triticum aestivum L. (*),STOVER,44.829,0.826,2007
5/16/2017,T4,R1,Trifolium pratense L.,,43.849,3.054,2017
5/19/2009,T4,R3,Secale cereale M.Bieb.,,43.818,1.759,2009
10/22/1990,T6,R3,Medicago sativa L.,CROP,48.66,1.68,1990
10/22/2002,T2,R5,Zea mays L. (*),SEED,44.632,1.516,2002
8/4/2008,T7,R1,Solidago canadensis L.,,43.938,1.046,2008
7/14/2004,T3,R4,aggregate of live biomass except for Triticum sp.,,42.673,1.686,2004
7/30/2013,T5,R4,UnSorted,,43.896,0.839,2013
8/9/2006,T8,R3,Bromus inermis Leyss.,,45.702,0.903,2006
5/8/2012,T4,R5,UnSorted,,40.234,1.713,2012
8/12/2019,T7,R3,Aster sagittifolius,,42.876,0.74,2019
8/3/2016,T7,R6,Elymus repens (L.) Gould,,44.257,0.819,2016
10/15/2008,T2,R2,Zea mays L. (*),STOVER,45.387,0.593,2008
9/15/1997,T1,R2,Glycine max L. (*),SEED,47.78,5.83,1997
5/21/2014,T4,R5,Trifolium pratense L.,,44.156,3.736,2014
7/22/2019,T4,R6,Triticum aestivum L. (*),SEED,42.205,2.081,2019
9/12/1994,T21,R5,Glycine max L. (*),STOVER,43.99,1.48,1994
10/31/1990,T3,R4,Zea mays L. (*),SEED,42.32,1.59,1990
7/7/2003,T6,R2,Medicago sativa L.,,42.477,2.884,2003
9/30/2015,T3,R5,Glycine max L. (*),STOVER,43.706,0.675,2015
9/26/2012,T3,R3,UnSorted,,42.42,2.147,2012
8/8/2005,T7,R4,Surface Litter,,40.886,1.698,2005
7/19/2019,T3,R4,Triticum aestivum L. (*),STOVER,45.305,0.255,2019
5/6/2011,T3,R2,UnSorted,,42.955,2.872,2011
10/21/2014,T3,R1,Zea mays L. (*),STOVER,44.382,0.376,2014
4/17/1996,T3,R3,Trifolium incarnatum L.,COVCROPNDB,42.4,3.51,1996
9/2/1998,T5,R1,poplar leaves,POPLVS,45.19,1.76,1998
8/7/2009,T8,R2,Rubus allegheniensis T.C. Porter (*),,45.939,1.058,2009
8/9/2011,T7,R2,Solidago canadensis L.,,45.907,1.251,2011
10/5/2005,T4,R2,Zea mays L. (*),STOVER,44.501,0.638,2005
8/27/2010,T6,R4,Medicago sativa L.,,45.219,2.864,2010
8/20/1999,T2,R4,Digitaria sanguinalis (L.) Scop.,NDB,42.95,2.64,1999
9/4/2003,T4,R1,aggregate of live biomass except for Glycine max L. (*),,41.509,1.382,2003
6/27/2007,T3,R4,Triticum aestivum L. (*),SEED,42.407,1.81,2007
9/25/2012,T3,R1,Glycine max L. (*),STOVER,43.435,0.775,2012
7/12/1995,T3,R6,Triticum aestivum L. (*),SEED,41.31,2.37,1995
10/2/1991,T2,R5,Zea mays L. (*),STOVER,45.77,0.65,1991
11/14/2013,T5,R6,Leaf Litter,,44.891,1.45,2013
10/14/2008,T1,R1,Zea mays L. (*),STOVER,46.465,0.907,2008
6/26/2007,T2,R5,Triticum aestivum L. (*),SEED,42.057,1.555,2007
9/30/1994,T7,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.66,2.42,1994
7/15/2019,T1,R2,Triticum aestivum L. (*),STOVER,45.353,0.353,2019
9/12/1989,T1,R4,Zea mays L. (*),SEED,40.16,1.78,1989
10/28/2014,T4,R6,UnSorted,,42.84,1.074,2014
8/11/2009,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.113,0.983,2009
7/13/2010,T4,R6,aggregate of live biomass except for Triticum sp.,,43.803,1.837,2010
8/7/2006,T7,R4,Poa pratensis L.,,44.066,1.212,2006
10/21/2014,T1,R2,Zea mays L. (*),SEED,42.993,1.176,2014
8/6/2004,TSF,R2,Rhamnus frangula L.,,47.374,2.757,2004
9/15/1997,T1,R5,Glycine max L. (*),SEED,50.15,6.18,1997
9/16/1994,T5,,Trunks of poplars - CN code,TRUNK,45.22,0.19,1994
9/12/1989,T2,R3,Zea mays L. (*),STOVER,42.46,1.13,1989
7/12/1999,T6,R3,Medicago sativa L.,CROP,43.63,2.92,1999
11/18/2008,T7,R3,UnSorted,,44.358,1.068,2008
7/12/2010,T4,R1,Triticum aestivum L. (*),SEED,42.926,1.737,2010
8/26/2002,T6,R4,Medicago sativa L.,,44.63,2.83,2002
7/6/1993,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.59,1.9,1993
9/14/1999,T3,R6,Zea mays L. (*),SEED,43.34,1.62,1999
7/20/1992,T3,R3,Triticum aestivum L. (*),STOVER,39.24,1.04,1992
8/16/2010,T8,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.813,1.195,2010
8/1/2016,T7,R3,Asclepias syriaca L.,,42.193,1.041,2016
9/17/2013,TSF,R3,Alliaria petiolata (Bieb.) Cavara & Grande,,44.872,1.169,2013
10/28/2011,T3,R4,Zea mays L. (*),STOVER,44.485,0.81,2011
7/6/1998,T21,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,35.23,2.13,1998
5/3/2012,T3,R4,UnSorted,,39.324,1.533,2012
8/13/2013,T7,R1,Trifolium pratense L.,,43.473,1.876,2013
7/1/1996,T6,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,40.22,2.39,1996
8/7/2018,T7,R5,Rubus allegheniensis T.C. Porter (*),,45.859,1.011,2018
6/7/2006,T6,R6,aggregate of live biomass except for Medicago sativa L.,,39.366,2.094,2006
5/11/1998,T6,R1,Medicago sativa L.,CROP,42.32,2.83,1998
10/4/1993,T4,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.96,3.08,1993
8/18/1999,T8,R1,Standing Dead,NDB,45.92,0.7,1999
8/8/1997,T5,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.13,1.71,1997
7/20/1992,T4,R4,Triticum aestivum L. (*),SEED,38.2,2.07,1992
8/10/1992,T6,R6,Medicago sativa L.,NDB,40.6,3.7,1992
7/21/1992,T4,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,44.63,2.49,1992
7/13/2017,T6,R2,UnSorted,,44.616,1.243,2017
7/12/1995,T1,R6,Triticum aestivum L. (*),SEED,42.18,2.2,1995
9/16/2019,TSF,R1,Surface Litter,,45.901,1.274,2019
7/14/2004,T3,R4,Triticum aestivum L. (*),SEED,41.548,1.758,2004
9/12/1989,T5,R2,poplar leaves,POPLVS,45.33,3.92,1989
8/27/1997,T3,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.4,2.49,1997
7/2/1991,T5,R6,Leaf Litter,LEAFLITTER,40.67,0.71,1991
9/15/1997,T2,R2,Glycine max L. (*),STOVER,42.35,2.24,1997
5/20/2014,T3,R6,UnSorted,,42.739,2.192,2014
10/22/2002,T2,R1,Zea mays L. (*),STOVER,47.301,0.982,2002
10/6/2009,T4,R3,aggregate of live biomass except for Glycine max L. (*),,45.359,1.542,2009
11/18/2011,T7,R5,UnSorted,,46.397,0.83,2011
8/16/2010,T8,R4,Poa pratensis L.,,43.965,1.37,2010
7/12/1995,T4,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.83,3.74,1995
8/11/2003,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,42.462,1.266,2003
7/12/2013,T2,R1,Triticum aestivum L. (*),SEED,43.203,1.565,2013
9/15/1997,T3,R2,Glycine max L. (*),STOVER,41.85,1.96,1997
7/12/2010,T4,R1,Triticum aestivum L. (*),STOVER,44.161,0.6,2010
8/25/2014,T8,R4,Surface Litter,,41.792,1.67,2014
8/9/2006,T8,R2,Poa pratensis L.,,44.683,1.027,2006
7/6/1998,T3,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.76,1.37,1998
6/9/2017,T6,R2,Medicago sativa L.,,44.201,2.426,2017
9/27/2012,T3,R4,Surface Litter,,38.183,0.759,2012
9/20/2017,TSF,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.509,1.654,2017
9/26/2012,T1,R3,Surface Litter,,39.549,0.907,2012
7/31/2017,T7,R2,Surface Litter,,42.704,0.896,2017
7/17/2013,T3,R6,Triticum aestivum L. (*),STOVER,45.414,0.573,2013
8/8/2008,T8,R1,Poa pratensis L.,,43.906,1.187,2008
7/11/1995,T4,R5,Triticum aestivum L. (*),STOVER,43.701,0.343,1995
9/10/1998,T5,R6,Surface Litter,SURFACELITTER,33.52,1.26,1998
9/28/2012,T2,R6,Glycine max L. (*),SEED,53.163,6.417,2012
10/6/2005,T4,R6,aggregate of live biomass except for Zea mays,,45.002,0.782,2005
8/8/2016,T8,R2,Surface Litter,,37.785,0.924,2016
8/20/1999,T2,R1,Standing Dead,NDB,41.56,1.58,1999
7/11/1994,TSF,R1,Elymus repens (L.) Gould,NDB,45.88,3.8,1994
7/12/2004,T1,R4,Triticum aestivum L. (*),SEED,41.961,1.612,2004
7/7/2010,T6,R5,Medicago sativa L.,,45.003,2.631,2010
8/26/2003,T6,R5,Medicago sativa L.,,41.401,2.885,2003
7/6/1998,T4,R3,Trifolium pratense L.,COVCROP,42.84,2.67,1998
6/23/2015,T6,R4,UnSorted,,42.077,2.36,2015
7/11/1995,T1,R6,Triticum aestivum L. (*),STOVER,43.97,0.419,1995
4/30/1990,T4,R2,Vicia villosa  Roth,COVCROP,36.6,2.69,1990
7/30/1996,T7,R5,Aster pilosus Willd.,NDB,43.24,0.91,1996
5/25/2010,T6,R5,Medicago sativa L.,,41.876,2.849,2010
9/8/1993,T5,,Trunks of poplars - CN code,TRUNK,43.75,1.73,1993
7/14/2004,T3,R5,Triticum aestivum L. (*),STOVER,42.918,0.848,2004
7/12/1995,T4,R4,Triticum aestivum L. (*),SEED,40.82,2.23,1995
7/12/1999,T6,R4,Echinochloa crus-galli (L.) Beauv.,NDB,41.4,1.9,1999
,T5,R1,Leaf Litter,LEAFLITTER,44.25,1.12,1995
7/25/2012,T8,R1,Rubus allegheniensis T.C. Porter (*),,46.484,1.163,2012
6/12/2017,T6,R5,UnSorted,,44.059,1.87,2017
5/20/2015,T6,R6,UnSorted,,42.422,2.453,2015
11/17/2016,T5,R1,Leaf Litter,,43.192,1.215,2016
10/5/2009,T2,R4,Glycine max L. (*),STOVER,44.031,0.898,2009
9/15/1997,T2,R1,Glycine max L. (*),SEED,48.99,5.97,1997
,CFF,R1,Leaf Litter,LEAFLITTER,49.72,0.83,1998
10/9/2006,T21,R5,Glycine max L. (*),,51.42,6.005,2006
10/9/2018,T3,R3,Glycine max L. (*),STOVER,44.601,0.555,2018
5/29/1991,T6,R2,Medicago sativa L.,CROP,43.7,2.27,1991
9/2/2003,T1,R2,aggregate of live biomass except for Glycine max L. (*),,43.033,1.867,2003
8/11/1999,T7,R4,Potentilla simplex Michx.,NDB,42.5,2.05,1999
7/15/2004,T4,R6,Triticum aestivum L. (*),STOVER,42.444,0.932,2004
9/30/1994,T7,R6,Aster pilosus Willd.,NDB,44.93,1.68,1994
8/5/2005,T7,R3,Solidago canadensis L.,,46.773,1.452,2005
6/2/1994,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,46.48,2.22,1994
7/25/1991,T5,R2,Leaf Litter,LEAFLITTER,39.07,0.79,1991
9/6/1995,T5,,Trunks of poplars - CN code,TRUNK,45.13,0.12,1995
8/11/1999,T7,R6,Oxalis stricta L.,NDB,43.45,2.46,1999
5/21/2015,T4,R5,UnSorted,,42.456,2.319,2015
7/18/2011,T5,R2,UnSorted,,43.433,3.024,2011
6/7/2012,T6,R2,UnSorted,,42.374,2.927,2012
10/5/2005,T4,R1,aggregate of live biomass except for Zea mays,,45.543,0.554,2005
8/4/2003,T7,R2,Poa pratensis L.,,40.928,1.175,2003
9/25/2012,T1,R2,Glycine max L. (*),STOVER,45.414,3.132,2012
10/3/2005,T2,R2,Zea mays L. (*),SEED,43.306,1.324,2005
9/15/1997,T2,R4,Glycine max L. (*),SEED,49.32,5.98,1997
7/30/2007,T5,R5,fescue Non dominant biomass,,44.354,1.251,2007
10/9/2006,T2,R2,Glycine max L. (*),STOVER,45.162,0.51,2006
7/6/1998,T3,R2,Trifolium pratense L.,COVCROP,42.1,2.9,1998
10/15/1996,T3,R6,Zea mays L. (*),STOVER,44,0.74,1996
8/20/1999,T2,R2,Daucus carota L.,NDB,43.27,2.21,1999
9/1/1994,T8,R2,Bromus inermis Leyss.,NDB,44.67,1.69,1994
5/9/2011,T3,R5,UnSorted,,42.434,2.701,2011
7/15/2013,T1,R3,Triticum aestivum L. (*),SEED,42.743,1.689,2013
8/1/2000,T7,R4,Poa compressa L.,,44.145,0.908,2000
5/6/2008,T3,R2,Trifolium pratense L.,,44.292,3.964,2008
8/7/2017,T8,R1,Bromus inermis Leyss.,,45.514,0.929,2017
7/12/1995,T3,R2,Triticum aestivum L. (*),SEED,39.31,2.09,1995
8/10/1998,T7,R1,Living Dicot,NDB,44.89,1.52,1998
7/14/1989,T3,R5,Triticum aestivum L. (*),STOVER,42.49,0.75,1989
5/10/2018,T6,R3,Medicago sativa L.,,42.98,5.109,2018
10/6/2006,T3,R5,Glycine max L. (*),SEED,51.772,5.976,2006
8/23/2010,TSF,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,46.71,1.706,2010
,TCF,R2,Leaf Litter,LEAFLITTER,49.64,0.85,1998
10/22/2008,T3,R3,aggregate of live biomass except for Zea mays,,41.398,2.314,2008
8/14/2019,T7,R5,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.911,0.956,2019
4/30/1990,T4,R6,Vicia villosa  Roth,COVCROP,47.43,3.3,1990
10/5/2005,T4,R3,Zea mays L. (*),SEED,43.292,1.36,2005
8/6/2001,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.178,1.089,2001
9/15/1997,T3,R3,Glycine max L. (*),STOVER,41.55,2.31,1997
8/6/2015,T8,R4,Bromus inermis Leyss.,,43.796,1.099,2015
7/6/1998,T2,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,40.75,2.26,1998
7/7/2004,T6,R5,aggregate of live biomass except for Medicago sativa L.,,33.133,2.401,2004
8/11/2010,T5,R5,Leaf Litter,,45.485,0.702,2010
9/26/2019,T5,R4,UnSorted,,42.894,2.511,2019
7/15/2019,T1,R1,UnSorted,,41.396,1.07,2019
10/22/2002,T2,R4,Zea mays L. (*),STOVER,47.519,1.038,2002
8/13/2002,TSF,R1,Solidago canadensis L.,,46.449,1.186,2002
6/7/2012,T6,R3,Medicago sativa L.,,44.263,3.566,2012
10/18/2017,T4,R1,Zea mays L. (*),SEED,41.297,1.237,2017
8/10/1992,T6,R1,Medicago sativa L.,NDB,42.1,3.53,1992
7/15/2013,T1,R6,Triticum aestivum L. (*),STOVER,45.821,0.696,2013
,TDF,R2,Leaf Litter,LEAFLITTER,47.15,0.75,1998
8/4/2015,T7,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,44.814,1.004,2015
7/15/2008,T6,R4,Triticum aestivum L. (*),SEED,41.609,2.285,2008
6/30/2014,T6,R3,UnSorted,,39.375,2.555,2014
8/6/2014,T6,R6,UnSorted,,42.668,1.701,2014
,CFF,R1,Leaf Litter,LEAFLITTER,55.85,0.49,1995
10/15/1996,T2,R3,Zea mays L. (*),STOVER,44.02,0.79,1996
10/17/1990,T1,R1,Glycine max L. (*),SEED,52.21,6.76,1990
5/1/2003,T4,R4,Trifolium pratense L.,,22.888,2.183,2003
9/27/2012,T1,R4,UnSorted,,41.391,2.72,2012
8/27/1997,T1,R3,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.72,2.37,1997
8/8/2005,T7,R4,Solidago canadensis L.,,45.531,1.647,2005
9/6/1995,T5,,poplar leaves,POPLVS,48.46,1.66,1995
8/10/2009,T8,R4,Bromus inermis Leyss.,,44.228,0.846,2009
10/31/1990,T4,R3,Zea mays L. (*),SEED,42.33,1.78,1990
10/8/2003,T5,R3,fescue Non dominant biomass,,38.891,1.257,2003
10/18/2018,T4,R5,UnSorted,,43.021,1.307,2018
9/28/2012,T1,R6,Glycine max L. (*),SEED,51.631,6.228,2012
10/21/2002,T1,R4,aggregate of live biomass except for Zea mays,,31.028,2.382,2002
7/8/2016,T6,R4,Triticum aestivum L. (*),STOVER,43.502,0.382,2016
9/17/2013,TSF,R1,Arrhenatherum elatius (L.) Beauv. ex J. & C. Presl,,44.242,0.933,2013
5/20/2015,T6,R6,Medicago sativa L.,,43.712,3.613,2015
10/17/1990,T2,R5,Glycine max L. (*),SEED,61.14,8.12,1990
8/7/2012,TSF,R1,Celastrus orbiculatus Thunb.,,44.999,1.158,2012
9/10/1998,T5,R3,Dicots,NDB,43.62,0.95,1998
7/25/2012,T8,R2,Rubus allegheniensis T.C. Porter (*),,44.761,1.001,2012
7/16/2013,T3,R1,Triticum aestivum L. (*),SEED,43.84,1.564,2013
8/13/2002,TSF,R1,Phleum pratense L.,,44.849,1.284,2002
8/5/2019,T8,R3,Surface Litter,,39.896,0.95,2019
7/30/2013,T5,R2,UnSorted,,42.127,2.906,2013
10/6/2006,T4,R5,Glycine max L. (*),SEED,51.914,6.291,2006
8/16/1990,T6,R4,Medicago sativa L.,CROP,49.06,2.09,1990
7/12/2013,T1,R2,Triticum aestivum L. (*),SEED,43.169,1.74,2013
8/12/2019,T7,R1,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.944,0.912,2019
7/8/2016,T6,R5,UnSorted,,42.349,1.897,2016
10/15/1996,T2,R4,Zea mays L. (*),SEED,43.71,1.71,1996
9/15/1997,T4,R2,Glycine max L. (*),SEED,49.95,6.65,1997
11/20/2015,T7,R6,Surface Litter,,45.733,1.082,2015
9/25/2012,T4,R1,Glycine max L. (*),STOVER,43.858,0.664,2012
5/17/2007,T6,R3,Medicago sativa L.,,43.271,3.97,2007
7/20/1992,T4,R1,Triticum aestivum L. (*),SEED,36.15,2.12,1992
5/1/2003,T4,R6,Trifolium pratense L.,,27.631,2.388,2003
5/20/2014,T3,R5,UnSorted,,41.598,1.974,2014
8/23/2011,T6,R1,Medicago sativa L.,,45.257,3.278,2011
7/27/2017,T5,R5,UnSorted,,42.979,1.382,2017
8/25/2009,T5,R2,Leaf Litter,,45.076,1.222,2009
8/30/1995,T4,R1,Trifolium pratense L.,COVCROP,45.25,4.28,1995
8/6/2015,T7,R6,Surface Litter,,45.921,1.201,2015
11/5/2012,T5,R2,Leaf Litter,,44.051,1.178,2012
10/3/2005,T2,R1,Zea mays L. (*),SEED,43.157,1.398,2005
7/7/2016,T4,R4,Triticum aestivum L. (*),STOVER,43.455,0.556,2016
7/12/2013,T2,R2,Triticum aestivum L. (*),STOVER,45.177,0.709,2013
7/7/2016,T6,R3,Triticum aestivum L. (*),SEED,40.638,1.399,2016
5/18/2017,T4,R6,UnSorted,,42.251,2.231,2017
8/16/2010,T8,R3,Solidago canadensis L.,,45.819,1.467,2010
7/6/1998,T4,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.45,2.89,1998
9/12/1994,T2,R3,Glycine max L. (*),SEED,58.46,7.45,1994
8/6/2001,T7,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.95,0.657,2001
8/9/2012,TSF,R2,Rubus sp. (*),,46.148,1.659,2012
10/17/2017,T3,R4,Zea mays L. (*),SEED,41.393,1.277,2017
7/26/2018,T8,R1,Rubus allegheniensis T.C. Porter (*),,47.975,1.204,2018
8/13/2008,TSF,R1,Phleum pratense L.,,47.921,1.249,2008
12/15/2015,TCF,R3,Leaf Litter,,49.569,1.044,2015
8/6/2015,T8,R3,Bromus inermis Leyss.,,43.694,0.919,2015
8/3/2004,T7,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,43.932,1.801,2004
10/18/2017,T4,R5,Zea mays L. (*),SEED,41.975,1.55,2017
7/14/2004,T3,R3,Triticum aestivum L. (*),STOVER,42.653,0.607,2004
10/5/2009,T2,R3,Glycine max L. (*),STOVER,43.851,0.943,2009
9/2/1998,T5,R2,poplar leaves,POPLVS,45.26,1.69,1998
7/30/1996,T7,R4,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.43,1.37,1996
11/30/2012,TDF,R1,Leaf Litter,,45.615,0.779,2012
5/11/1998,T6,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,42.47,2.63,1998
10/4/1993,T2,R6,Aggregate of live biomass except for the top 3 species which are analysed sepearately,NDB,43.53,2.54,1993
7/6/1995,T6,R1,Medicago sativa L.,NDB,38.49,2.92,1995
8/26/2005,T5,R1,fescue Non dominant biomass,,46.438,0.535,2005
9/2/1998,T5,R4,Trunks of poplars - CN code,TRUNK,48.58,0.26,1998
8/23/2010,TSF,R3,Geum canadense,,44.138,2.462,2010
10/21/2002,T1,R2,Zea mays L. (*),SEED,44.354,1.566,2002
8/25/2014,T8,R2,Aggregate of live biomass except for the top 3 species which are analysed sepearately,,45.474,1.142,2014
7/17/2013,T3,R6,Triticum aestivum L. (*),SEED,43.901,1.553,2013
10/2/2006,TDF,R2,Leaf Litter,,48.414,1.066,2006
10/2/2006,TDF,R3,Leaf Litter,,46.871,1.221,2006
7/19/2019,T4,R4,Triticum aestivum L. (*),STOVER,44.407,0.512,2019
7/11/1995,T4,R4,Triticum aestivum L. (*),STOVER,43.992,0.361,1995
9/10/1998,T5,R4,Surface Litter,SURFACELITTER,37.62,1.11,1998
9/30/1994,T7,R5,Solidago canadensis L.,NDB,46.29,1.77,1994
7/8/2010,T1,R3,Triticum aestivum L. (*),STOVER,43.273,0.816,2010
10/5/2006,T4,R1,Glycine max L. (*),STOVER,44.279,0.833,2006
8/10/2009,T8,R3,Bromus inermis Leyss.,,44.254,0.888,2009
